ISSUER_NAME,ISSUER_TICKER,ISSUER_CIK,ORIGINATOR,ORIGINATOR_TICKER,ORIGINATOR_CIK,SPONSOR_NAME,SPONSOR_TICKER,SPONSOR_CIK,DEPOSITOR,SERVICER,ASSET_FAMILY
Oakvale Specialty Asset Trust,OKVR,1713760,Oakvale Specialty Finance LLC,OKVSF,1713743,Oakvale Structured Capital LLC,OKVSC,1713748,Oakvale Specialty Funding LLC,Oakvale Specialty Finance LLC,esoteric
Parkmont Auto Receivables Trust,PARA,1713784,Parkmont Auto Finance LLC,PARAF,1713767,Parkmont Capital Markets LLC,PARCM,1713772,Parkmont Auto Receivables Depositor LLC,Parkmont Auto Finance LLC,auto
Parkmont Credit Card Master Trust,PARC,1713808,Parkmont Card Services LLC,PARCS,1713791,Parkmont Payments Holdings LLC,PARPH,1713796,Parkmont Card Funding LLC,Parkmont Card Services LLC,card
Parkmont Consumer Loan Trust,PARU,1713832,Parkmont Consumer Finance LLC,PARCF,1713815,Parkmont Consumer Capital LLC,PARCC,1713820,Parkmont Consumer Receivables Depositor LLC,Parkmont Consumer Finance LLC,consumer
Parkmont Student Loan Trust,PARS,1713856,Parkmont Student Lending LLC,PARSL,1713839,Parkmont Education Capital LLC,PAREC,1713844,Parkmont Student Funding LLC,Parkmont Student Lending LLC,student
Parkmont Equipment Lease Trust,PARE,1713880,Parkmont Equipment Finance LLC,PAREF,1713863,Parkmont Leasing Holdings LLC,PARLH,1713868,Parkmont Equipment Receivables Depositor LLC,Parkmont Equipment Finance LLC,equipment
Parkmont Mortgage Trust,PARM,1713904,Parkmont Mortgage Company LLC,PARMC,1713887,Parkmont Residential Capital LLC,PARRC,1713892,Parkmont Mortgage Depositor LLC,Parkmont Mortgage Company LLC,mortgage
Parkmont Commercial Mortgage Trust,PARK,1713928,Parkmont Commercial Realty Capital LLC,PARRE,1713911,Parkmont Commercial Capital LLC,PARKC,1713916,Parkmont Commercial Mortgage Depositor LLC,Nationstar Mortgage LLC,commercial
Parkmont Corporate Credit Trust,PARP,1713952,Parkmont Asset Management LLC,PARAM,1713935,Parkmont Credit Partners LLC,PARCP,1713940,Parkmont Credit Funding LLC,Parkmont Asset Management LLC,corporate_credit
Parkmont Specialty Asset Trust,PARR,1713976,Parkmont Specialty Finance LLC,PARSF,1713959,Parkmont Structured Capital LLC,PARSC,1713964,Parkmont Specialty Funding LLC,Parkmont Specialty Finance LLC,esoteric
Queensbury Auto Receivables Trust,QUEA,1714000,Queensbury Auto Finance LLC,QUEAF,1713983,Queensbury Capital Markets LLC,QUECM,1713988,Queensbury Auto Receivables Depositor LLC,Queensbury Auto Finance LLC,auto
Queensbury Credit Card Master Trust,QUEC,1714024,Queensbury Card Services LLC,QUECS,1714007,Queensbury Payments Holdings LLC,QUEPH,1714012,Queensbury Card Funding LLC,Queensbury Card Services LLC,card
Queensbury Consumer Loan Trust,QUEU,1714048,Queensbury Consumer Finance LLC,QUECF,1714031,Queensbury Consumer Capital LLC,QUECC,1714036,Queensbury Consumer Receivables Depositor LLC,Queensbury Consumer Finance LLC,consumer
Queensbury Student Loan Trust,QUES,1714072,Queensbury Student Lending LLC,QUESL,1714055,Queensbury Education Capital LLC,QUEEC,1714060,Queensbury Student Funding LLC,Queensbury Student Lending LLC,student
Queensbury Equipment Lease Trust,QUEE,1714096,Queensbury Equipment Finance LLC,QUEEF,1714079,Queensbury Leasing Holdings LLC,QUELH,1714084,Queensbury Equipment Receivables Depositor LLC,Queensbury Equipment Finance LLC,equipment
Queensbury Mortgage Trust,QUEM,1714120,Queensbury Mortgage Company LLC,QUEMC,1714103,Queensbury Residential Capital LLC,QUERC,1714108,Queensbury Mortgage Depositor LLC,Queensbury Mortgage Company LLC,mortgage
Queensbury Commercial Mortgage Trust,QUEK,1714144,Queensbury Commercial Realty Capital LLC,QUERE,1714127,Queensbury Commercial Capital LLC,QUEKC,1714132,Queensbury Commercial Mortgage Depositor LLC,Queensbury Commercial Realty Capital LLC,commercial
Queensbury Corporate Credit Trust,QUEP,1714168,Queensbury Asset Management LLC,QUEAM,1714151,Queensbury Credit Partners LLC,QUECP,1714156,Queensbury Credit Funding LLC,Statebridge Company LLC,corporate_credit
Queensbury Specialty Asset Trust,QUER,1714192,Queensbury Specialty Finance LLC,QUESF,1714175,Queensbury Structured Capital LLC,QUESC,1714180,Queensbury Specialty Funding LLC,Queensbury Specialty Finance LLC,esoteric
Riverton Auto Receivables Trust,RIVA,1714216,Riverton Auto Finance LLC,RIVAF,1714199,Riverton Capital Markets LLC,RIVCM,1714204,Riverton Auto Receivables Depositor LLC,Riverton Auto Finance LLC,auto
Riverton Credit Card Master Trust,RIVC,1714240,Riverton Card Services LLC,RIVCS,1714223,Riverton Payments Holdings LLC,RIVPH,1714228,Riverton Card Funding LLC,Riverton Card Services LLC,card
Riverton Consumer Loan Trust,RIVU,1714264,Riverton Consumer Finance LLC,RIVCF,1714247,Riverton Consumer Capital LLC,RIVCC,1714252,Riverton Consumer Receivables Depositor LLC,Riverton Consumer Finance LLC,consumer
Riverton Student Loan Trust,RIVS,1714288,Riverton Student Lending LLC,RIVSL,1714271,Riverton Education Capital LLC,RIVEC,1714276,Riverton Student Funding LLC,Riverton Student Lending LLC,student
Riverton Equipment Lease Trust,RIVE,1714312,Riverton Equipment Finance LLC,RIVEF,1714295,Riverton Leasing Holdings LLC,RIVLH,1714300,Riverton Equipment Receivables Depositor LLC,Riverton Equipment Finance LLC,equipment
Riverton Mortgage Trust,RIVM,1714336,Riverton Mortgage Company LLC,RIVMC,1714319,Riverton Residential Capital LLC,RIVRC,1714324,Riverton Mortgage Depositor LLC,Riverton Mortgage Company LLC,mortgage
Riverton Commercial Mortgage Trust,RIVK,1714360,Riverton Commercial Realty Capital LLC,RIVRE,1714343,Riverton Commercial Capital LLC,RIVKC,1714348,Riverton Commercial Mortgage Depositor LLC,Riverton Commercial Realty Capital LLC,commercial
Riverton Corporate Credit Trust,RIVP,1714384,Riverton Asset Management LLC,RIVAM,1714367,Riverton Credit Partners LLC,RIVCP,1714372,Riverton Credit Funding LLC,Riverton Asset Management LLC,corporate_credit
Riverton Specialty Asset Trust,RIVR,1714408,Riverton Specialty Finance LLC,RIVSF,1714391,Riverton Structured Capital LLC,RIVSC,1714396,Riverton Specialty Funding LLC,Computershare Loan Services,esoteric
Stanhope Auto Receivables Trust,STAA,1714432,Stanhope Auto Finance LLC,STAAF,1714415,Stanhope Capital Markets LLC,STACM,1714420,Stanhope Auto Receivables Depositor LLC,Stanhope Auto Finance LLC,auto
Stanhope Credit Card Master Trust,STAC,1714456,Stanhope Card Services LLC,STACS,1714439,Stanhope Payments Holdings LLC,STAPH,1714444,Stanhope Card Funding LLC,Stanhope Card Services LLC,card
Stanhope Consumer Loan Trust,STAU,1714480,Stanhope Consumer Finance LLC,STACF,1714463,Stanhope Consumer Capital LLC,STACC,1714468,Stanhope Consumer Receivables Depositor LLC,Stanhope Consumer Finance LLC,consumer
Stanhope Student Loan Trust,STAS,1714504,Stanhope Student Lending LLC,STASL,1714487,Stanhope Education Capital LLC,STAEC,1714492,Stanhope Student Funding LLC,Stanhope Student Lending LLC,student
Stanhope Equipment Lease Trust,STAE,1714528,Stanhope Equipment Finance LLC,STAEF,1714511,Stanhope Leasing Holdings LLC,STALH,1714516,Stanhope Equipment Receivables Depositor LLC,Stanhope Equipment Finance LLC,equipment
Stanhope Mortgage Trust,STAM,1714552,Stanhope Mortgage Company LLC,STAMC,1714535,Stanhope Residential Capital LLC,STARC,1714540,Stanhope Mortgage Depositor LLC,Stanhope Mortgage Company LLC,mortgage
Stanhope Commercial Mortgage Trust,STAK,1714576,Stanhope Commercial Realty Capital LLC,STARE,1714559,Stanhope Commercial Capital LLC,STAKC,1714564,Stanhope Commercial Mortgage Depositor LLC,Stanhope Commercial Realty Capital LLC,commercial
Stanhope Corporate Credit Trust,STAP,1714600,Stanhope Asset Management LLC,STAAM,1714583,Stanhope Credit Partners LLC,STACP,1714588,Stanhope Credit Funding LLC,Stanhope Asset Management LLC,corporate_credit
Stanhope Specialty Asset Trust,STAR,1714624,Stanhope Specialty Finance LLC,STASF,1714607,Stanhope Structured Capital LLC,STASC,1714612,Stanhope Specialty Funding LLC,Stanhope Specialty Finance LLC,esoteric
Templeton Auto Receivables Trust,TEMA,1714648,Templeton Auto Finance LLC,TEMAF,1714631,Templeton Capital Markets LLC,TEMCM,1714636,Templeton Auto Receivables Depositor LLC,Wells Fargo Commercial Mortgage Servicing,auto
Templeton Credit Card Master Trust,TEMC,1714672,Templeton Card Services LLC,TEMCS,1714655,Templeton Payments Holdings LLC,TEMPH,1714660,Templeton Card Funding LLC,Templeton Card Services LLC,card
Templeton Consumer Loan Trust,TEMU,1714696,Templeton Consumer Finance LLC,TEMCF,1714679,Templeton Consumer Capital LLC,TEMCC,1714684,Templeton Consumer Receivables Depositor LLC,Templeton Consumer Finance LLC,consumer
Templeton Student Loan Trust,TEMS,1714720,Templeton Student Lending LLC,TEMSL,1714703,Templeton Education Capital LLC,TEMEC,1714708,Templeton Student Funding LLC,Templeton Student Lending LLC,student
Templeton Equipment Lease Trust,TEME,1714744,Templeton Equipment Finance LLC,TEMEF,1714727,Templeton Leasing Holdings LLC,TEMLH,1714732,Templeton Equipment Receivables Depositor LLC,Templeton Equipment Finance LLC,equipment
Templeton Mortgage Trust,TEMM,1714768,Templeton Mortgage Company LLC,TEMMC,1714751,Templeton Residential Capital LLC,TEMRC,1714756,Templeton Mortgage Depositor LLC,Templeton Mortgage Company LLC,mortgage
Templeton Commercial Mortgage Trust,TEMK,1714792,Templeton Commercial Realty Capital LLC,TEMRE,1714775,Templeton Commercial Capital LLC,TEMKC,1714780,Templeton Commercial Mortgage Depositor LLC,Templeton Commercial Realty Capital LLC,commercial
Templeton Corporate Credit Trust,TEMP,1714816,Templeton Asset Management LLC,TEMAM,1714799,Templeton Credit Partners LLC,TEMCP,1714804,Templeton Credit Funding LLC,Templeton Asset Management LLC,corporate_credit
Templeton Specialty Asset Trust,TEMR,1714840,Templeton Specialty Finance LLC,TEMSF,1714823,Templeton Structured Capital LLC,TEMSC,1714828,Templeton Specialty Funding LLC,Templeton Specialty Finance LLC,esoteric
Uplands Auto Receivables Trust,UPLA,1714864,Uplands Auto Finance LLC,UPLAF,1714847,Uplands Capital Markets LLC,UPLCM,1714852,Uplands Auto Receivables Depositor LLC,Uplands Auto Finance LLC,auto
Uplands Credit Card Master Trust,UPLC,1714888,Uplands Card Services LLC,UPLCS,1714871,Uplands Payments Holdings LLC,UPLPH,1714876,Uplands Card Funding LLC,Cenlar FSB,card
Uplands Consumer Loan Trust,UPLU,1714912,Uplands Consumer Finance LLC,UPLCF,1714895,Uplands Consumer Capital LLC,UPLCC,1714900,Uplands Consumer Receivables Depositor LLC,Uplands Consumer Finance LLC,consumer
Uplands Student Loan Trust,UPLS,1714936,Uplands Student Lending LLC,UPLSL,1714919,Uplands Education Capital LLC,UPLEC,1714924,Uplands Student Funding LLC,Uplands Student Lending LLC,student
Uplands Equipment Lease Trust,UPLE,1714960,Uplands Equipment Finance LLC,UPLEF,1714943,Uplands Leasing Holdings LLC,UPLLH,1714948,Uplands Equipment Receivables Depositor LLC,Uplands Equipment Finance LLC,equipment
Uplands Mortgage Trust,UPLM,1714984,Uplands Mortgage Company LLC,UPLMC,1714967,Uplands Residential Capital LLC,UPLRC,1714972,Uplands Mortgage Depositor LLC,Uplands Mortgage Company LLC,mortgage
Uplands Commercial Mortgage Trust,UPLK,1715008,Uplands Commercial Realty Capital LLC,UPLRE,1714991,Uplands Commercial Capital LLC,UPLKC,1714996,Uplands Commercial Mortgage Depositor LLC,Uplands Commercial Realty Capital LLC,commercial
Uplands Corporate Credit Trust,UPLP,1715032,Uplands Asset Management LLC,UPLAM,1715015,Uplands Credit Partners LLC,UPLCP,1715020,Uplands Credit Funding LLC,Uplands Asset Management LLC,corporate_credit
Uplands Specialty Asset Trust,UPLR,1715056,Uplands Specialty Finance LLC,UPLSF,1715039,Uplands Structured Capital LLC,UPLSC,1715044,Uplands Specialty Funding LLC,Uplands Specialty Finance LLC,esoteric
Vermilion Auto Receivables Trust,VERA,1715080,Vermilion Auto Finance LLC,VERAF,1715063,Vermilion Capital Markets LLC,VERCM,1715068,Vermilion Auto Receivables Depositor LLC,Vermilion Auto Finance LLC,auto
Vermilion Credit Card Master Trust,VERC,1715104,Vermilion Card Services LLC,VERCS,1715087,Vermilion Payments Holdings LLC,VERPH,1715092,Vermilion Card Funding LLC,Vermilion Card Services LLC,card
Vermilion Consumer Loan Trust,VERU,1715128,Vermilion Consumer Finance LLC,VERCF,1715111,Vermilion Consumer Capital LLC,VERCC,1715116,Vermilion Consumer Receivables Depositor LLC,Vervent Inc.,consumer
Vermilion Student Loan Trust,VERS,1715152,Vermilion Student Lending LLC,VERSL,1715135,Vermilion Education Capital LLC,VEREC,1715140,Vermilion Student Funding LLC,Vermilion Student Lending LLC,student
Vermilion Equipment Lease Trust,VERE,1715176,Vermilion Equipment Finance LLC,VEREF,1715159,Vermilion Leasing Holdings LLC,VERLH,1715164,Vermilion Equipment Receivables Depositor LLC,Vermilion Equipment Finance LLC,equipment
Vermilion Mortgage Trust,VERM,1715200,Vermilion Mortgage Company LLC,VERMC,1715183,Vermilion Residential Capital LLC,VERRC,1715188,Vermilion Mortgage Depositor LLC,Vermilion Mortgage Company LLC,mortgage
Vermilion Commercial Mortgage Trust,VERK,1715224,Vermilion Commercial Realty Capital LLC,VERRE,1715207,Vermilion Commercial Capital LLC,VERKC,1715212,Vermilion Commercial Mortgage Depositor LLC,Vermilion Commercial Realty Capital LLC,commercial
Vermilion Corporate Credit Trust,VERP,1715248,Vermilion Asset Management LLC,VERAM,1715231,Vermilion Credit Partners LLC,VERCP,1715236,Vermilion Credit Funding LLC,Vermilion Asset Management LLC,corporate_credit
Vermilion Specialty Asset Trust,VERR,1715272,Vermilion Specialty Finance LLC,VERSF,1715255,Vermilion Structured Capital LLC,VERSC,1715260,Vermilion Specialty Funding LLC,Vermilion Specialty Finance LLC,esoteric
Waverly Auto Receivables Trust,WAVA,1715296,Waverly Auto Finance LLC,WAVAF,1715279,Waverly Capital Markets LLC,WAVCM,1715284,Waverly Auto Receivables Depositor LLC,Waverly Auto Finance LLC,auto
Waverly Credit Card Master Trust,WAVC,1715320,Waverly Card Services LLC,WAVCS,1715303,Waverly Payments Holdings LLC,WAVPH,1715308,Waverly Card Funding LLC,Waverly Card Services LLC,card
Waverly Consumer Loan Trust,WAVU,1715344,Waverly Consumer Finance LLC,WAVCF,1715327,Waverly Consumer Capital LLC,WAVCC,1715332,Waverly Consumer Receivables Depositor LLC,Waverly Consumer Finance LLC,consumer
Waverly Student Loan Trust,WAVS,1715368,Waverly Student Lending LLC,WAVSL,1715351,Waverly Education Capital LLC,WAVEC,1715356,Waverly Student Funding LLC,Cenlar FSB,student
Waverly Equipment Lease Trust,WAVE,1715392,Waverly Equipment Finance LLC,WAVEF,1715375,Waverly Leasing Holdings LLC,WAVLH,1715380,Waverly Equipment Receivables Depositor LLC,Waverly Equipment Finance LLC,equipment
Waverly Mortgage Trust,WAVM,1715416,Waverly Mortgage Company LLC,WAVMC,1715399,Waverly Residential Capital LLC,WAVRC,1715404,Waverly Mortgage Depositor LLC,Waverly Mortgage Company LLC,mortgage
Waverly Commercial Mortgage Trust,WAVK,1715440,Waverly Commercial Realty Capital LLC,WAVRE,1715423,Waverly Commercial Capital LLC,WAVKC,1715428,Waverly Commercial Mortgage Depositor LLC,Waverly Commercial Realty Capital LLC,commercial
Waverly Corporate Credit Trust,WAVP,1715464,Waverly Asset Management LLC,WAVAM,1715447,Waverly Credit Partners LLC,WAVCP,1715452,Waverly Credit Funding LLC,Waverly Asset Management LLC,corporate_credit
Waverly Specialty Asset Trust,WAVR,1715488,Waverly Specialty Finance LLC,WAVSF,1715471,Waverly Structured Capital LLC,WAVSC,1715476,Waverly Specialty Funding LLC,Waverly Specialty Finance LLC,esoteric
Ashcombe Auto Receivables Trust,AHCA,1715512,Ashcombe Auto Finance LLC,AHCAF,1715495,Ashcombe Capital Markets LLC,AHCCM,1715500,Ashcombe Auto Receivables Depositor LLC,Ashcombe Auto Finance LLC,auto
Ashcombe Credit Card Master Trust,AHCC,1715536,Ashcombe Card Services LLC,AHCCS,1715519,Ashcombe Payments Holdings LLC,AHCPH,1715524,Ashcombe Card Funding LLC,Ashcombe Card Services LLC,card
Ashcombe Consumer Loan Trust,AHCU,1715560,Ashcombe Consumer Finance LLC,AHCCF,1715543,Ashcombe Consumer Capital LLC,AHCCC,1715548,Ashcombe Consumer Receivables Depositor LLC,Ashcombe Consumer Finance LLC,consumer
Ashcombe Student Loan Trust,AHCS,1715584,Ashcombe Student Lending LLC,AHCSL,1715567,Ashcombe Education Capital LLC,AHCEC,1715572,Ashcombe Student Funding LLC,Ashcombe Student Lending LLC,student
Ashcombe Equipment Lease Trust,AHCE,1715608,Ashcombe Equipment Finance LLC,AHCEF,1715591,Ashcombe Leasing Holdings LLC,AHCLH,1715596,Ashcombe Equipment Receivables Depositor LLC,PHH Mortgage Corporation,equipment
Ashcombe Mortgage Trust,AHCM,1715632,Ashcombe Mortgage Company LLC,AHCMC,1715615,Ashcombe Residential Capital LLC,AHCRC,1715620,Ashcombe Mortgage Depositor LLC,Ashcombe Mortgage Company LLC,mortgage
Ashcombe Commercial Mortgage Trust,AHCK,1715656,Ashcombe Commercial Realty Capital LLC,AHCRE,1715639,Ashcombe Commercial Capital LLC,AHCKC,1715644,Ashcombe Commercial Mortgage Depositor LLC,Ashcombe Commercial Realty Capital LLC,commercial
Ashcombe Corporate Credit Trust,AHCP,1715680,Ashcombe Asset Management LLC,AHCAM,1715663,Ashcombe Credit Partners LLC,AHCCP,1715668,Ashcombe Credit Funding LLC,Ashcombe Asset Management LLC,corporate_credit
Ashcombe Specialty Asset Trust,AHCR,1715704,Ashcombe Specialty Finance LLC,AHCSF,1715687,Ashcombe Structured Capital LLC,AHCSC,1715692,Ashcombe Specialty Funding LLC,Ashcombe Specialty Finance LLC,esoteric
Birchmere Auto Receivables Trust,BIRA,1715728,Birchmere Auto Finance LLC,BIRAF,1715711,Birchmere Capital Markets LLC,BIRCM,1715716,Birchmere Auto Receivables Depositor LLC,Birchmere Auto Finance LLC,auto
Birchmere Credit Card Master Trust,BIRC,1715752,Birchmere Card Services LLC,BIRCS,1715735,Birchmere Payments Holdings LLC,BIRPH,1715740,Birchmere Card Funding LLC,Birchmere Card Services LLC,card
Birchmere Consumer Loan Trust,BIRU,1715776,Birchmere Consumer Finance LLC,BIRCF,1715759,Birchmere Consumer Capital LLC,BIRCC,1715764,Birchmere Consumer Receivables Depositor LLC,Birchmere Consumer Finance LLC,consumer
Birchmere Student Loan Trust,BIRS,1715800,Birchmere Student Lending LLC,BIRSL,1715783,Birchmere Education Capital LLC,BIREC,1715788,Birchmere Student Funding LLC,Birchmere Student Lending LLC,student
Birchmere Equipment Lease Trust,BIRE,1715824,Birchmere Equipment Finance LLC,BIREF,1715807,Birchmere Leasing Holdings LLC,BIRLH,1715812,Birchmere Equipment Receivables Depositor LLC,Birchmere Equipment Finance LLC,equipment
Birchmere Mortgage Trust,BIRM,1715848,Birchmere Mortgage Company LLC,BIRMC,1715831,Birchmere Residential Capital LLC,BIRRC,1715836,Birchmere Mortgage Depositor LLC,Midland Loan Services,mortgage
Birchmere Commercial Mortgage Trust,BIRK,1715872,Birchmere Commercial Realty Capital LLC,BIRRE,1715855,Birchmere Commercial Capital LLC,BIRKC,1715860,Birchmere Commercial Mortgage Depositor LLC,Birchmere Commercial Realty Capital LLC,commercial
Birchmere Corporate Credit Trust,BIRP,1715896,Birchmere Asset Management LLC,BIRAM,1715879,Birchmere Credit Partners LLC,BIRCP,1715884,Birchmere Credit Funding LLC,Birchmere Asset Management LLC,corporate_credit
Birchmere Specialty Asset Trust,BIRR,1715920,Birchmere Specialty Finance LLC,BIRSF,1715903,Birchmere Structured Capital LLC,BIRSC,1715908,Birchmere Specialty Funding LLC,Birchmere Specialty Finance LLC,esoteric
